gene_symbol,hgnc_id,type,locus_type,JAX,MSK,NWU,UCSF,JAX_MorPhiC_Code,MSK_category,one2one_ortholog_hgnc,mgi_id,impc_viability,impc_phenotypes_homozygote,impc_phenotypes_heterozygote,impc_phenotypes_hemizygote,percentage_essential_all,mean_score_all,cellular_essential,omim,omim_name,dd,dd_name,dd_confidence_category,dd_allelic_requirement
NR5A2,HGNC:7984,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1346834,-,-,-,-,463.821.892.393.321,-251.255.300.547.886,n,-,-,-,-,-,-
NRF1,HGNC:7996,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1332235,-,-,-,-,998.144.712.430.427,-169.452.039.745.039,y,-,-,-,-,-,-
OLIG2,HGNC:9398,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1355331,-,-,-,-,0,-387.850.937.847.087,n,-,-,-,-,-,-
OLIG3,HGNC:18003,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:2149955,-,-,-,-,278.293.135.435.993,-103.304.823.573.155,n,-,-,-,-,-,-
OSR1,HGNC:8111,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1344424,-,-,-,-,0,906.918.947.198.279,n,-,-,-,-,-,-
OSR2,HGNC:15830,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1930813,-,-,-,-,0,-120.485.036.753.638,n,-,-,-,-,-,-
OTP,HGNC:8518,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:99835,lethal,"preweaning lethality, complete penetrance",increased circulating iron level,-,185.528.756.957.328,-657.013.759.162.558,n,-,-,-,-,-,-
OTX2,HGNC:8522,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97451,-,-,-,-,556.586.270.871.985,511.295.902.895.819,n,omim_disease,"MICROPHTHALMIA, SYNDROMIC 5|PITUITARY HORMONE DEFICIENCY, COMBINED, 6",dd,MICROPHTHALMIA SYNDROMIC TYPE 5,definitive,monoallelic_autosomal
OVOL2,HGNC:15804,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1338039,-,-,-,-,120.593.692.022.263,-112.270.477.441.471,n,omim_disease,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1",-,-,-,-
PAX2,HGNC:8616,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97486,-,-,-,-,0,-616.652.275.341.319,n,omim_disease,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7|PAPILLORENAL SYNDROME,dd,RENAL-COLOBOMA SYNDROME,definitive,monoallelic_autosomal
PAX3,HGNC:8617,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97487,-,-,-,-,157.699.443.413.729,-303.544.859.887.055,n,omim_disease,"CRANIOFACIAL-DEAFNESS-HAND SYNDROME|RHABDOMYOSARCOMA 2|WAARDENBURG SYNDROME, TYPE 1|WAARDENBURG SYNDROME, TYPE 3",dd,"WAARDENBURG SYNDROME, TYPE 1|Waardenburg syndrome type 3",definitive|moderate,monoallelic_autosomal|biallelic_autosomal
PAX5,HGNC:8619,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97489,lethal,"preweaning lethality, complete penetrance",increased circulating lipase level|decreased leukocyte cell number|immune system phenotype|hyperactivity|increased circulating triglyceride level|increased CD4-positive NK T cell number|increased memory-marker CD4-positive NK T cell number|abnormal auditory brainstem response|increased circulating amylase level|impaired glucose tolerance,-,333.951.762.523.191,-787.278.268.754.781,n,omim_disease,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",-,-,-,-
PAX7,HGNC:8621,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97491,lethal|subviable,"preweaning lethality, complete penetrance|preweaning lethality, incomplete penetrance",decreased circulating triglyceride level,-,185.528.756.957.328,212.654.695.565.719,n,omim_disease,"MYOPATHY, CONGENITAL, PROGRESSIVE, WITH SCOLIOSIS|RHABDOMYOSARCOMA 2",-,-,-,-
PAX8,HGNC:8622,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97492,-,-,-,-,658.627.087.198.516,-176.258.090.848.779,n,omim_disease,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 2",dd,CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 2,definitive,monoallelic_autosomal
PAX9,HGNC:8623,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:97493,-,-,-,-,185.528.756.957.328,801.981.561.087.468,n,omim_disease,"TOOTH AGENESIS, SELECTIVE, 3",dd,"TOOTH AGENESIS, SELECTIVE, 3",definitive,monoallelic_autosomal
PBX1,HGNC:8632,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:97495,-,-,-,-,463.821.892.393.321,513.917.950.394.635,n,omim_disease,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY",dd,PBX1-related developmental disorder (monoallelic),strong,monoallelic_autosomal
PCGF2,HGNC:12929,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:99161,lethal,"preweaning lethality, complete penetrance",abnormal testis morphology|abnormal lumbar vertebrae morphology|small testis|abnormal spleen morphology|increased bone mineral content|small spleen,-,176.252.319.109.462,-197.399.215.555.795,n,omim_disease,TURNPENNY-FRY SYNDROME,dd,INTELLECTUAL DISABILITY|Craniofacial Neurological Cardiovascular and Skeletal Features,strong|definitive,monoallelic_autosomal|monoallelic_autosomal
PHF21A,HGNC:24156,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2384756,-,-,-,-,371.057.513.914.657,-617.871.897.995.933,n,omim_disease,INTELLECTUAL DEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT SEIZURES,dd,POTOCKI-SHAFFER SYNDROME,strong,monoallelic_autosomal
PHOX2A,HGNC:691,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:106633,-,-,-,-,222.634.508.348.794,-158.991.167.563.151,n,omim_disease,"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2",-,-,-,-
PHOX2B,HGNC:9143,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1100882,-,-,-,-,556.586.270.871.985,844.256.436.822.009,n,omim_disease,"CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL, 1|NEUROBLASTOMA, SUSCEPTIBILITY TO, 2",dd,"CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL, WITH OR WITHOUT HIRSCHSPRUNG DISEASE",definitive,monoallelic_autosomal
PITX2,HGNC:9005,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:109340,lethal,"preweaning lethality, complete penetrance|prenatal lethality",enlarged heart|increased grip strength|irregularly shaped pupil|abnormal optic disk morphology|corneal opacity|abnormal tooth morphology|small testis,-,185.528.756.957.328,468.547.091.643.062,n,omim_disease,"ANTERIOR SEGMENT DYSGENESIS 4|AXENFELD-RIEGER SYNDROME, TYPE 1|RING DERMOID OF CORNEA",dd,RING DERMOID OF CORNEA|AXENFELD-RIEGER SYNDROME TYPE 1,definitive|definitive,monoallelic_autosomal|monoallelic_autosomal
PKNOX1,HGNC:9022,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1201409,-,-,decreased IgG1 level|decreased mature B cell number|decreased B cell number|abnormal urination|decreased circulating triglyceride level|decreased mean corpuscular hemoglobin concentration|decreased hemoglobin content|decreased T cell number,-,927.643.784.786.642,-430.744.410.625.592,n,-,-,-,-,-,-
PLAGL1,HGNC:9046,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1100874,-,-,-,-,927.643.784.786.642,494.485.067.549.513,n,-,-,-,-,-,-
PLAGL2,HGNC:9047,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1933165,-,-,-,-,742.115.027.829.314,-149.879.283.523.849,n,-,-,-,-,-,-
POU2F1,HGNC:9212,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:101898,-,-,-,-,769.944.341.372.913,-254.971.523.334.899,n,-,-,-,-,-,-
POU2F2,HGNC:9213,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:101897,-,-,-,-,185.528.756.957.328,773.013.140.289.203,n,-,-,-,-,-,-
POU4F1,HGNC:9218,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:102525,-,-,-,-,927.643.784.786.642,226.226.427.461.374,n,omim_disease,"ATAXIA, INTENTION TREMOR, AND HYPOTONIA SYNDROME, CHILDHOOD-ONSET",dd,"POU4F1-related ataxia, intention tremor, and hypotonia syndrome",strong,monoallelic_autosomal
POU5F1,HGNC:9221,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,-,-,-,-,-,-,278.293.135.435.993,-637.327.090.536.664,n,-,-,-,-,-,-
PPARD,HGNC:9235,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:101884,-,-,-,-,185.528.756.957.328,-99.254.268.715.225,n,-,-,-,-,-,-
PRDM1,HGNC:9346,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:99655,lethal,"preweaning lethality, complete penetrance",-,-,176.252.319.109.462,-828.925.008.902.049,n,-,-,-,-,-,-
PRDM16,HGNC:14000,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1917923,-,-,-,-,185.528.756.957.328,-709.090.012.588.792,n,omim_disease,LEFT VENTRICULAR NONCOMPACTION 8,-,-,-,-
PROP1,HGNC:9455,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:109330,-,-,-,-,927.643.784.786.642,-964.998.930.216.208,n,omim_disease,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2",dd,PROP1-RELATED COMBINED PITUITARY HORMONE DEFICIENCY,definitive,biallelic_autosomal
PROX1,HGNC:9459,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:97772,-,-,-,-,278.293.135.435.993,-165.929.514.144.271,n,-,-,-,-,-,-
PRRX1,HGNC:9142,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:97712,-,-,-,-,278.293.135.435.993,-381.230.113.614.157,n,omim_disease,AGNATHIA-OTOCEPHALY COMPLEX,dd,AGNATHIA-OTOCEPHALY COMPLEX monoallelic|AGNATHIA-OTOCEPHALY COMPLEX biallelic,limited|limited,monoallelic_autosomal|biallelic_autosomal
PTF1A,HGNC:23734,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1328312,-,-,-,-,0,-221.461.609.801.487,n,omim_disease,PANCREATIC AGENESIS 2|PANCREATIC AND CEREBELLAR AGENESIS,dd,"DIABETES MELLITUS, PERMANENT NEONATAL, WITH CEREBELLAR AGENESIS|PANCREATIC AGENESIS",definitive|definitive,biallelic_autosomal|biallelic_autosomal
RARA,HGNC:9864,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:97856,-,-,-,-,834.879.406.307.978,-54.034.377.423.958,n,omim_disease,ACUTE PROMYELOCYTIC LEUKEMIA,-,-,-,-
RAX,HGNC:18662,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:109632,-,-,-,-,371.057.513.914.657,-262.420.783.681.423,n,omim_disease,"MICROPHTHALMIA, SYNDROMIC 16",dd,MICROPHTHALMIA ISOLATED TYPE 3,definitive,biallelic_autosomal
RBPJ,HGNC:5724,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:96522,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage",increased grip strength|improved glucose tolerance|increased circulating bilirubin level|decreased circulating HDL cholesterol level,-,185.528.756.957.328,-597.120.282.695.333,n,omim_disease,ADAMS-OLIVER SYNDROME 3,dd,ADAMS OLIVER SYNDROME,strong,monoallelic_autosomal
RELA,HGNC:9955,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:103290,-,-,-,-,276.437.847.866.419,-410.445.717.541.205,n,omim_disease,"MUCOCUTANEOUS ULCERATION, CHRONIC",-,-,-,-
RELB,HGNC:9956,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:103289,-,-,-,-,148.423.005.565.863,-688.446.501.837.145,n,omim_disease,IMMUNODEFICIENCY 53,-,-,-,-
REST,HGNC:9966,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:104897,lethal,"preweaning lethality, complete penetrance",abnormal auditory brainstem response|decreased heart rate|decreased mean platelet volume,-,324.675.324.675.325,-198.926.555.965.362,n,omim_disease,"DEAFNESS, AUTOSOMAL DOMINANT 27|FIBROMATOSIS, GINGIVAL, 5|WILMS TUMOR 6",-,-,-,-
RFX1,HGNC:9982,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:105982,-,-,-,-,185.528.756.957.328,-799.285.654.688.752,n,-,-,-,-,-,-
RFX3,HGNC:9984,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:106582,-,-,-,-,0,943.597.345.236.449,n,-,-,-,-,-,-
RFX6,HGNC:21478,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:2445208,lethal,"preweaning lethality, complete penetrance",hydrometra|abnormal uterus morphology|impaired glucose tolerance,-,463.821.892.393.321,-331.720.252.608.153,n,omim_disease,MITCHELL-RILEY SYNDROME,dd,MARTINEZ-FRIAS SYNDROME,definitive,biallelic_autosomal
RORA,HGNC:10258,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:104661,subviable,"preweaning lethality, incomplete penetrance",increased circulating alkaline phosphatase level,-,927.643.784.786.642,253.358.876.514.957,n,omim_disease,INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT EPILEPSY OR CEREBELLAR ATAXIA,dd,INTELLECTUAL DISABILITY,strong,monoallelic_autosomal
RUNX2,HGNC:10472,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:99829,-,-,abnormal clavicle morphology|abnormal cranium morphology|abnormal pelvic girdle bone morphology|abnormal vertebrae morphology|abnormal bone structure|abnormal zygomatic bone morphology|increased lean body mass|abnormal humerus morphology|abnormal vertebral arch morphology|decreased bone mineral content,-,473.098.330.241.187,-211.587.764.473.237,n,omim_disease,CLEIDOCRANIAL DYSPLASIA 1|METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY,dd,CLEIDOCRANIAL DYSPLASIA,definitive,monoallelic_autosomal
RXRA,HGNC:10477,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98214,-,-,-,-,25.974.025.974.026,-109.589.597.061.201,n,-,-,-,-,-,-
RXRB,HGNC:10478,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98215,-,-,-,-,927.643.784.786.642,-177.936.869.037.667,n,-,-,-,-,-,-
SAFB,HGNC:10520,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2146974,-,-,-,-,547.309.833.024.119,-221.047.569.247.615,n,-,-,-,-,-,-
SALL1,HGNC:10524,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1889585,-,-,-,-,556.586.270.871.985,-328.572.965.214.383,n,omim_disease,TOWNES-BROCKS SYNDROME 1,dd,TOWNES-BROCKS SYNDROME,definitive,monoallelic_autosomal
SALL3,HGNC:10527,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:109295,-,-,-,-,0,-393.690.213.430.246,n,-,-,-,-,-,-
SALL4,HGNC:15924,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:2139360,-,-,-,-,834.879.406.307.978,-835.614.732.458.469,n,omim_disease,IVIC SYNDROME|DUANE-RADIAL RAY SYNDROME,dd,DUANE-RADIAL RAY SYNDROME,definitive,monoallelic_autosomal
SATB1,HGNC:10541,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:105084,lethal|subviable,"preweaning lethality, incomplete penetrance|preweaning lethality, complete penetrance",increased bone mineral content|increased bone mineral density|increased exploration in new environment|hyperactivity|increased circulating aspartate transaminase level|abnormal auditory brainstem response|abnormal vitreous body morphology,-,927.643.784.786.642,-492.397.457.360.863,n,omim_disease,DEVELOPMENTAL DELAY WITH DYSMORPHIC FACIES AND DENTAL ANOMALIES|KOHLSCHUTTER-TONZ SYNDROME-LIKE,dd,SATB1-related developmental disorder (monoallelic),moderate,monoallelic_autosomal
SATB2,HGNC:21637,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:2679336,lethal,"abnormal craniofacial morphology|preweaning lethality, complete penetrance",enlarged lymph nodes|abnormal uterus morphology|increased mean corpuscular volume|increased circulating alkaline phosphatase level,-,120.593.692.022.263,786.911.006.036.946,n,omim_disease,GLASS SYNDROME,dd,GLASS SYNDROME,definitive,monoallelic_autosomal
SETDB1,HGNC:10761,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1934229,lethal,"preweaning lethality, complete penetrance","neoplasm|hyperplasia|increased bone mineral density|increased CD4-positive, alpha beta T cell number|increased startle reflex",-,336.734.693.877.551,-428.262.290.683.249,n,-,-,-,-,-,-
SHOX2,HGNC:10854,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1201673,lethal,"preweaning lethality, complete penetrance|prenatal lethality prior to heart atrial septation",decreased thigmotaxis,-,927.643.784.786.642,-194.317.562.980.606,n,-,-,-,-,-,-
SIM1,HGNC:10882,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98306,-,-,-,-,927.643.784.786.642,-383.605.856.740.977,n,-,-,dd,Severe obesity with neurobehavioral features,definitive,monoallelic_autosomal
SIM2,HGNC:10883,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98307,-,-,-,-,185.528.756.957.328,124.646.535.614.961,n,-,-,-,-,-,-
SIX1,HGNC:10887,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:102780,lethal,"edema|preweaning lethality, complete penetrance|embryonic growth retardation|abnormal blood vessel morphology|abnormal craniofacial morphology|abnormal placenta morphology",abnormal spleen morphology|enlarged spleen|abnormal skin morphology|abnormal placenta morphology|decreased prepulse inhibition|decreased heart rate|abnormal heart morphology|small spleen|abnormal blood vessel morphology|edema|enlarged heart|abnormal kidney morphology|abnormal placenta vasculature|abnormal uterus morphology|decreased leukocyte cell number|prolonged RR interval|decreased circulating calcium level|enlarged kidney|small kidney,-,25.974.025.974.026,-197.698.559.243.281,n,omim_disease,"BRANCHIOOTIC SYNDROME 3|DEAFNESS, AUTOSOMAL DOMINANT 23",dd,BRANCHIOOTIC SYNDROME TYPE 3|Non-syndromic craniosynostosis,definitive|strong,monoallelic_autosomal|monoallelic_autosomal
SKI,HGNC:10896,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:98310,lethal,"preweaning lethality, complete penetrance",-,-,927.643.784.786.642,-254.047.304.187.907,n,omim_disease,SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME,dd,SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME,definitive,monoallelic_autosomal
SKIL,HGNC:10897,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:106203,subviable,"preweaning lethality, incomplete penetrance|increased heart left ventricle size",-,-,185.528.756.957.328,-123.674.648.968.874,n,-,-,-,-,-,-
SMAD1,HGNC:6767,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:109452,-,-,-,-,0,8.566.108.960.022,n,-,-,-,-,-,-
SMAD5,HGNC:6771,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1328787,-,-,-,-,NA,NA,-,-,-,-,-,-,-
SNAI1,HGNC:11128,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98330,-,-,-,-,927.643.784.786.642,797.930.710.270.548,n,-,-,-,-,-,-
SOX2,HGNC:11195,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98364,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis",abnormal optic disk morphology|abnormal retina blood vessel morphology|atrophy|developmental dysplasia|enhanced contextual conditioning behavior|irregularly shaped pupil|abnormal brain morphology,-,454.545.454.545.455,-183.271.405.815.709,n,omim_disease,"MICROPHTHALMIA, SYNDROMIC 3",dd,MICROPHTHALMIA SYNDROMIC TYPE 3,definitive,monoallelic_autosomal
SOX3,HGNC:11199,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98365,-,-,-,-,185.528.756.957.328,-353.070.703.341.068,n,omim_disease,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, WITH PANHYPOPITUITARISM|PANHYPOPITUITARISM, X-LINKED",dd,SEX REVERSAL TYPE 3|INTELLECTUAL DEVELOPMENTAL DISORDER X-LINKED WITH ISOLATED GROWTH HORMONE DEFICIENCY,definitive|definitive,monoallelic_X_het|monoallelic_X_hem
SOX4,HGNC:11200,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98366,lethal,"abnormal neural tube morphology|abnormal heart morphology|preweaning lethality, complete penetrance|abnormal neural tube closure|abnormal hindbrain development",abnormal uterus morphology|abnormal brain morphology|decreased brain size|enlarged gallbladder|enlarged uterus|abnormal gallbladder morphology,-,194.805.194.805.195,-659.184.075.448.784,n,omim_disease,INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY AND DYSMORPHIC FACIES,dd,Neurodevelopmental Disease Associated with Mild Dysmorphism,strong,monoallelic_autosomal
SOX5,HGNC:11201,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98367,-,-,-,-,556.586.270.871.985,-414.424.094.438.337,n,omim_disease,LAMB-SHAFFER SYNDROME,dd,12P12.5 INTRAGENIC DELETIONS ASSOCIATED WITH INTELLECTUAL DISABILITY,strong,monoallelic_autosomal
SOX6,HGNC:16421,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98368,-,-,-,-,0,764.068.798.748.644,n,omim_disease,TOLCHIN-LE CAIGNEC SYNDROME,dd,SOX6-related neurodevelopmental syndrome,strong,monoallelic_autosomal
SOX9,HGNC:11204,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98371,-,-,-,-,147.495.361.781.076,-284.945.909.075.364,n,omim_disease,CAMPOMELIC DYSPLASIA,dd,PIERRE ROBIN SEQUENCE|CAMPOMELIC DYSPLASIA,definitive|definitive,monoallelic_autosomal|monoallelic_autosomal
SOX10,HGNC:11190,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98358,-,-,-,-,100.185.528.756.957,-303.838.923.934.319,n,omim_disease,"PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATION, WAARDENBURG SYNDROME, AND HIRSCHSPRUNG DISEASE|WAARDENBURG SYNDROME, TYPE 2E|WAARDENBURG SYNDROME, TYPE 4C",dd,"PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATING LEUKODYSTROPHY, WAARDENBURG SYNDROME, AND HIRSCHSPRUNG DISEASE|YEMENITE DEAF-BLIND HYPOPIGMENTATION SYNDROME|WAARDENBURG SYNDROME TYPE 2E",definitive|definitive|definitive,monoallelic_autosomal|monoallelic_autosomal|monoallelic_autosomal
SOX11,HGNC:11191,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98359,-,-,-,-,166.975.881.261.596,-29.995.769.480.099,n,omim_disease,INTELLECTUAL DEVELOPMENTAL DISORDER WITH MICROCEPHALY AND WITH OR WITHOUT OCULAR MALFORMATIONS OR HYPOGONADOTROPIC HYPOGONADISM,dd,SOX11-related neurodevelopmental disorder,definitive,monoallelic_autosomal
SOX17,HGNC:18122,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:107543,-,-,-,-,12.987.012.987.013,-346.925.712.253.706,n,omim_disease,VESICOURETERAL REFLUX 3,dd,VESICOURETERAL REFLUX TYPE 3,definitive,monoallelic_autosomal
SOX18,HGNC:11194,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:103559,viable,increased circulating sodium level|decreased thigmotaxis|abnormal behavior|increased circulating alkaline phosphatase level|increased mean corpuscular hemoglobin,-,-,0,62.059.763.243.628,n,omim_disease,HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME|HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME,-,-,-,-
SP1,HGNC:11205,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:98372,-,-,-,-,946.196.660.482.375,-212.352.698.193.885,n,-,-,-,-,-,-
SP2,HGNC:11207,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1926162,-,-,-,-,593.692.022.263.451,-249.605.411.844.875,n,-,-,-,-,-,-
SP3,HGNC:11208,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1277166,-,-,-,-,649.350.649.350.649,-145.978.625.485.127,n,-,-,-,-,-,-
SP4,HGNC:11209,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:107595,-,-,-,-,0,554.048.362.879.598,n,-,-,-,-,-,-
SP7,HGNC:17321,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:2153568,-,-,-,-,463.821.892.393.321,-14.700.328.154.335,n,omim_disease,"OSTEOGENESIS IMPERFECTA, TYPE XII",-,-,-,-
SPDEF,HGNC:17257,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1353422,-,-,-,-,157.699.443.413.729,-703.064.448.988.547,n,-,-,-,-,-,-
SPEN,HGNC:17575,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1891706,-,-,-,-,927.643.784.786.642,-678.627.195.167.257,n,omim_disease,RADIO-TARTAGLIA SYNDROME,dd,SPEN-related developmental disorder (monoallelic),definitive,monoallelic_autosomal
SPIC,HGNC:29549,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:1341168,-,-,-,-,454.545.454.545.455,-275.783.641.866.733,n,-,-,-,-,-,-
SREBF1,HGNC:11289,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:107606,-,-,-,-,189.239.332.096.475,-316.018.840.189.272,n,omim_disease,"IFAP SYNDROME 2|MUCOEPITHELIAL DYSPLASIA, HEREDITARY",-,-,-,-
SREBF2,HGNC:11290,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:107585,-,-,-,-,417.439.703.153.989,-79.985.292.361.302,n,-,-,-,-,-,-
SRF,HGNC:11291,approved_symbol,gene_with_protein_product,-,-,NWU,UCSF,-,-,y,MGI:106658,-,-,-,-,631.725.417.439.703,-617.181.924.301.804,y,-,-,-,-,-,-
